,battery_id,formula_charge,id_charge,stability_charge,formula_discharge,id_discharge,stability_discharge,average_voltage,max_delta_volume,working_ion
2064,mp-1176660_Li,LiMnPCO7,mp-1176660,0.02162343142045664,Li2MnPCO7,mp-1177908,0.026313537430558757,3.9061898949999883,0.014165635172739275,Li
2065,mp-765823_Li,Co3WO8,mp-765823,0.15427954239583475,Li2Co3WO8,mp-775180,0.07586815404762692,4.136372952499995,0.09385756262470067,Li
2066,mp-765619_Li,Li4NbFe5O12,mp-772594,0.09162686977272827,Li6NbFe5O12,mp-765619,0.060458363541665776,2.516206340000001,0.04938117227661887,Li
2067,mp-763729_Li,Li3NbFe3O8,mp-763729,0.08397359500000158,Li4NbFe3O8,mp-770958,0.04087979281249954,2.746967070000001,0.0008255213316596954,Li
2068,mp-767930_Li,Li2Nb2Fe3O10,mp-767930,0.06888309205881171,Li3Nb2Fe3O10,mp-767933,0.05006397416666708,2.5624699300000247,0.007468578259255398,Li
2069,mp-767930_Li,Li2Nb2Fe3O10,mp-767930,0.06888309205881171,Li4Nb2Fe3O10,mp-769502,0.038641429210530376,2.4690086800000066,0.012129339032492135,Li
2070,mp-767930_Li,Li2Nb2Fe3O10,mp-767930,0.06888309205881171,Li5Nb2Fe3O10,mp-773236,0.0611178481249981,2.1280685400000015,0.02678004402536427,Li
2071,mp-771457_Li,NbFeO4,mp-771457,0.10949203260416596,LiNbFeO4,mp-771803,-5.1514348342607263e-14,3.0984925349999957,0.013395071778314229,Li
2072,mp-762617_Li,Li4Ni3(SnO5)2,mp-762617,0.04739060400000295,Li5Ni3(SnO5)2,mp-771450,0.013303646499991828,4.018160485000001,0.007493253650861842,Li
2073,mp-762809_Li,LiNiSnO4,mp-762809,0.0715431190357112,Li2NiSnO4,mp-775035,0.01332283718749938,3.801330920000003,0.016372467262826484,Li
2074,mp-763044_Li,LiNiSnO4,mp-771613,0.008562713321425441,Li2NiSnO4,mp-763044,0.012626039062499041,3.3660424650000045,0.013470942938329731,Li
2075,mp-762899_Li,Li2Ni2SnO6,mp-762899,0.0647273660757639,Li3Ni2SnO6,mp-770486,0.03336773520833347,3.6954001433333348,0.010348631079760695,Li
2076,mp-762975_Li,Li4V(CO3)4,mp-762975,0.06265707309525315,Li5V(CO3)4,mp-766652,0.05215575897728897,3.5159941124999867,0.021170563681100152,Li
2077,mp-762048_Li,Li2V(CO3)3,mp-763499,0.062357313999992676,Li3V(CO3)3,mp-762048,0.04759470656247089,3.5214666799999934,0.051534699884828734,Li
2078,mp-1177806_Li,Li3V2(CO5)2,mp-763565,0.07050666191177067,Li2VCO5,mp-1177806,0.037337349444444,3.941371670000001,0.006145519452262826,Li
2079,mp-1176541_Li,LiV2(CO4)2,mp-763553,0.09857642403844658,LiVCO4,mp-767565,0.04085805863095171,3.5666408225000104,0.0003301956999546274,Li
2080,mp-770187_Li,Cr3TeO8,mp-770187,0.08678323041667467,Li2Cr3TeO8,mp-778785,0.01725957508928655,3.555275562499998,0.0685901130890707,Li
2081,mp-762249_Li,V(CO3)2,mp-762249,0.06161064500000535,LiV(CO3)2,mp-765387,0.022307777999969858,3.679040299999988,0.06802100657939048,Li
2082,mp-762249_Li,V(CO3)2,mp-762249,0.06161064500000535,Li2V(CO3)2,mp-767166,0.07184805039772435,2.848185927499996,0.2855962335451097,Li
2083,mp-1177515_Li,V(CO3)2,mp-763508,0.07005229388889411,LiV2(CO3)4,mp-763558,0.051305887105261405,3.6337517099999888,0.05344031282973405,Li
2084,mp-1177515_Li,V(CO3)2,mp-763508,0.07005229388889411,LiV(CO3)2,mp-767990,0.03850809649996911,3.593011954999999,0.05344031282973405,Li
2085,mp-1177515_Li,V(CO3)2,mp-763508,0.07005229388889411,Li3V2(CO3)4,mp-1177515,0.0756883199702374,2.9837711500000004,0.11480334819668905,Li
2086,mp-762253_Li,V(CO3)2,mp-762253,0.06164235888889458,LiV(CO3)2,mp-763116,0.031337312499969634,3.589030380000002,0.09194617002104223,Li
2087,mp-762253_Li,V(CO3)2,mp-762253,0.06164235888889458,Li2V(CO3)2,mp-765113,0.06874165971590697,2.865413788749995,0.10238915086383282,Li
2088,mp-762019_Li,V(CO3)2,mp-763352,0.07725006722222894,LiV(CO3)2,mp-762019,-3.0198066269804264e-14,4.04287288000001,0.13178168099851814,Li
2089,mp-1177242_Li,V(CO3)2,mp-762227,0.08448402944445021,Li4V3(CO3)6,mp-1177242,0.04727673901209695,3.3607347599999975,0.03240715680405981,Li
2090,mp-1177242_Li,V(CO3)2,mp-762227,0.08448402944445021,Li2V(CO3)2,mp-765404,0.05210059267045164,3.0597271750000035,0.05132580080957383,Li
2091,mp-763681_Li,LiV2(CO3)4,mp-763681,0.0854313823684194,Li3V2(CO3)4,mp-767179,0.08023956330357153,2.9351850199999965,0.0022500019419871013,Li
2092,mp-763681_Li,LiV2(CO3)4,mp-763681,0.0854313823684194,Li2V(CO3)2,mp-767802,0.08633018267045234,2.7469063933333335,0.0022500019419871013,Li
2093,mp-763132_Li,LiV2(CO3)4,mp-763648,0.085742287105262,LiV(CO3)2,mp-763132,0.0990978414999697,2.9947689000000017,0.01490917167832584,Li
2094,mp-763567_Li,LiV(CO3)2,mp-763567,0.07717787399997,Li2V(CO3)2,mp-767590,0.07611478267045158,2.51909846,0.10445931586831758,Li
2101,mp-1177928_Li,Li2MgCo3O8,mp-1177928,0.04935243600577,Li4MgCo3O8,mp-773461,0.02605478687500007,3.6186367600000064,0.06913251987029922,Li
2102,mp-1177535_Li,LiV2H4(OF5)2,mp-762382,0.032557905789483144,LiVH2OF5,mp-762218,0.032037391770833416,4.525746399999994,0.01866273562018561,Li
2103,mp-1177535_Li,LiV2H4(OF5)2,mp-762382,0.032557905789483144,Li2VH2OF5,mp-770536,0.06060930580808588,3.9008504499999983,0.01866273562018561,Li
2104,mp-767547_Li,Cr3Ni(SO4)6,mp-776858,-4.5297099404706393e-14,LiCr3Ni(SO4)6,mp-767547,5.3290705182007506e-15,4.747281090000007,0.005917445952628997,Li
2105,mp-767547_Li,Cr3Ni(SO4)6,mp-776858,-4.5297099404706393e-14,Li2Cr3Ni(SO4)6,mp-772687,0.021579353544884942,3.6881021649999943,0.0298712214940724,Li
2108,mp-761331_Li,LiTi3V(PO4)6,mp-761331,0.013980218464284988,Li6Ti3V(PO4)6,mp-763666,0.07529775426562058,2.3271443659999917,0.02045921529381456,Li
2109,mp-764085_Li,NaMnPCO7,mp-764085,-2.664535259100376e-15,NaLi2MnPCO7,mp-771441,0.0353438002564106,3.613747375,0.025541219979230645,Li
2110,mp-763833_Li,NaMnPCO7,mp-769584,0.00816136363636133,NaLiMnPCO7,mp-763833,0.0012551959444513372,4.120282989999998,0.005824933894005735,Li
2111,mp-763833_Li,NaMnPCO7,mp-769584,0.00816136363636133,NaLi2MnPCO7,mp-851038,0.03911160641025635,3.634144135000005,0.020000377224268503,Li
2112,mp-771467_Li,Na3Mn2P2(CO7)2,mp-775625,0.009946198695667263,Na3Li3Mn2P2(CO7)2,mp-771467,0.03117673884615524,3.512807239999996,0.011821904717026266,Li
2113,mp-768058_Li,Na2MnPCO7,mp-768058,0.010530843333339313,Na2LiMnPCO7,mp-773681,0.025665673205128137,3.226006575000005,0.003993522727517185,Li
2114,mp-764273_Li,Na2MnPCO7,mp-780530,5.3290705182007506e-15,Na2LiMnPCO7,mp-764273,0.025295830128206017,3.1044444149999935,0.01091462826692702,Li
2115,mp-769461_Li,Na5Mn2P2(CO7)2,mp-769461,0.009559505800000423,Na5LiMn2P2(CO7)2,mp-773342,0.015680657756412586,3.264580749999998,0.003648057931245008,Li
2116,mp-770027_Li,Na5Mn2P2(CO7)2,mp-770045,0.014753021999999838,Na5LiMn2P2(CO7)2,mp-770027,0.014542445641026804,3.4240121700000024,0.0026392288714953693,Li
